SMPDB.Name	SMPDB.ID	Pathway.Class	TermSize	N_Hit	Hit	ES	pvalue_nominal	NES	FDR
Pravastatin Action Pathway	SMP0000089	Drug Action	46	13	HMDB0001217;HMDB0000221;HMDB0001967;HMDB0001429;HMDB0006271;HMDB0001377;HMDB0000538;HMDB0000250;HMDB0002111;HMDB0001341;HMDB0000217;HMDB0001248;HMDB0002719	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Alendronate Action Pathway	SMP0000095	Drug Action	46	13	HMDB0002719;HMDB0006271;HMDB0000217;HMDB0001429;HMDB0000250;HMDB0001217;HMDB0001248;HMDB0000538;HMDB0001377;HMDB0002111;HMDB0000221;HMDB0001341;HMDB0001967	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Lysosomal Acid Lipase Deficiency (Wolman Disease)	SMP0000319	Disease	45	13	HMDB0000217;HMDB0001248;HMDB0001217;HMDB0000221;HMDB0006271;HMDB0001341;HMDB0000250;HMDB0002719;HMDB0001967;HMDB0000538;HMDB0001377;HMDB0001429;HMDB0002111	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Smith-Lemli-Opitz Syndrome (SLOS)	SMP0000389	Disease	45	13	HMDB0001377;HMDB0000221;HMDB0000250;HMDB0000538;HMDB0002719;HMDB0001341;HMDB0001217;HMDB0000217;HMDB0001248;HMDB0001967;HMDB0001429;HMDB0006271;HMDB0002111	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Atorvastatin Action Pathway	SMP0000131	Drug Action	46	13	HMDB0001377;HMDB0000221;HMDB0000250;HMDB0000538;HMDB0002719;HMDB0001341;HMDB0001217;HMDB0000217;HMDB0001248;HMDB0001967;HMDB0001429;HMDB0006271;HMDB0002111	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Hypercholesterolemia	SMP0000209	Disease	45	13	HMDB0001341;HMDB0000221;HMDB0001248;HMDB0001377;HMDB0006271;HMDB0000250;HMDB0002719;HMDB0000217;HMDB0002111;HMDB0000538;HMDB0001217;HMDB0001429;HMDB0001967	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Steroid Biosynthesis	SMP0000023	Metabolic	45	13	HMDB0001248;HMDB0001341;HMDB0006271;HMDB0000221;HMDB0001967;HMDB0002719;HMDB0000217;HMDB0000538;HMDB0001377;HMDB0001429;HMDB0001217;HMDB0002111;HMDB0000250	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Fluvastatin Action Pathway	SMP0000119	Drug Action	46	13	HMDB0001248;HMDB0001341;HMDB0006271;HMDB0000221;HMDB0001967;HMDB0002719;HMDB0000217;HMDB0000538;HMDB0001377;HMDB0001429;HMDB0001217;HMDB0002111;HMDB0000250	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Lovastatin Action Pathway	SMP0000099	Drug Action	46	13	HMDB0002719;HMDB0006271;HMDB0000217;HMDB0001429;HMDB0000250;HMDB0001217;HMDB0001248;HMDB0000538;HMDB0001377;HMDB0002111;HMDB0000221;HMDB0001341;HMDB0001967	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Zoledronate Action Pathway	SMP0000107	Drug Action	46	13	HMDB0002719;HMDB0006271;HMDB0000217;HMDB0001429;HMDB0000250;HMDB0001217;HMDB0001248;HMDB0000538;HMDB0001377;HMDB0002111;HMDB0000221;HMDB0001341;HMDB0001967	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Cerivastatin Action Pathway	SMP0000111	Drug Action	45	13	HMDB0000217;HMDB0001248;HMDB0001217;HMDB0000221;HMDB0006271;HMDB0001341;HMDB0000250;HMDB0002719;HMDB0001967;HMDB0000538;HMDB0001377;HMDB0001429;HMDB0002111	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Pamidronate Action Pathway	SMP0000117	Drug Action	46	13	HMDB0001248;HMDB0001341;HMDB0006271;HMDB0000221;HMDB0001967;HMDB0002719;HMDB0000217;HMDB0000538;HMDB0001377;HMDB0001429;HMDB0001217;HMDB0002111;HMDB0000250	-0.24279015529674242	0.8565121412803532	-0.7054247797399195	0.8859164305548651
Threonine and 2-Oxobutanoate Degradation	SMP0000452	Metabolic	19	9	HMDB0001248;HMDB0001275;HMDB0000902;HMDB0001491;HMDB0000167;HMDB0001341;HMDB0000538;HMDB0001487;HMDB0000051	-0.3916868426988481	0.4270386266094421	-1.0221690691177432	0.8893948154819166
Inositol Phosphate Metabolism	SMP0000462	Metabolic	24	8	HMDB0000538;HMDB0002111;HMDB0006230;HMDB0001429;HMDB0001341;HMDB0006235;HMDB0000902;HMDB0000211	-0.26737451737451695	0.8629550321199143	-0.6742266020644073	0.902722102257609
Phytanic Acid Peroxisomal Oxidation	SMP0000450	Metabolic	24	13	HMDB0003419;HMDB0001275;HMDB0000044;HMDB0000902;HMDB0000254;HMDB0002111;HMDB0001341;HMDB0000538;HMDB0001377;HMDB0000250;HMDB0001487;HMDB0000208;HMDB0001967	-0.2146976794539911	0.9227373068432672	-0.6238023244986802	0.920404445627034
Refsum Disease	SMP0000451	Disease	24	13	HMDB0001341;HMDB0000250;HMDB0001275;HMDB0000044;HMDB0001487;HMDB0001967;HMDB0000254;HMDB0000538;HMDB0000208;HMDB0001377;HMDB0000902;HMDB0002111;HMDB0003419	-0.2146976794539911	0.9227373068432672	-0.6238023244986802	0.920404445627034
Alpha Linolenic Acid and Linoleic Acid Metabolism	SMP0000018	Metabolic	18	3	HMDB0002226;HMDB0002177;HMDB0006323	0.33621517771373793	0.9337231968810916	0.5810881834419179	0.9503940895085372
Fc Epsilon Receptor I Signaling in Mast Cells	SMP0000358	Protein	13	2	HMDB0003080;HMDB0001333	-0.6194227421478793	0.5321285140562249	-0.9858477978780753	0.9557852508340667
Thyroid Hormone Synthesis	SMP0000716	Metabolic	13	6	HMDB0002111;HMDB0012238;HMDB0001248;HMDB0003474;HMDB0003125;HMDB0000158	-0.3754440016010046	0.6832971800433839	-0.8405679632862592	1.0
Intracellular Signalling Through Adenosine Receptor A2a and Adenosine	SMP0000320	Protein	11	4	HMDB0001429;HMDB0000538;HMDB0000250;HMDB0010032	-0.4249999999999986	0.6632443531827515	-0.8496929028286492	1.0
Intracellular Signalling Through Adenosine Receptor A2b and Adenosine	SMP0000321	Protein	11	4	HMDB0010032;HMDB0000250;HMDB0001429;HMDB0000538	-0.4249999999999986	0.6632443531827515	-0.8496929028286492	1.0
Esomeprazole Action Pathway	SMP0000225	Drug Action	13	7	HMDB0001429;HMDB0005009;HMDB0000538;HMDB0002111;HMDB0001341;HMDB0059597;HMDB0001967	-0.3646201023134336	0.6283783783783784	-0.8509990865241426	1.0
Risedronate Action Pathway	SMP0000112	Drug Action	46	14	HMDB0000217;HMDB0001248;HMDB0001217;HMDB0000221;HMDB0006271;HMDB0001341;HMDB0000250;HMDB0002719;HMDB0001967;HMDB0000538;HMDB0001377;HMDB0015022;HMDB0001429;HMDB0002111	-0.23693794392515183	0.8615384615384616	-0.7138992733146682	1.0
Lumiracoxib Action Pathway	SMP0000699	Drug Action	67	12	HMDB0003080;HMDB0000148;HMDB0004238;HMDB0002111;HMDB0005079;HMDB0001377;HMDB0001509;HMDB0005998;HMDB0004244;HMDB0000217;HMDB0000221;HMDB0015403	-0.25554629880220425	0.8348214285714286	-0.7215483697790727	1.0
Sulfate/Sulfite Metabolism	SMP0000041	Metabolic	22	8	HMDB0003125;HMDB0002111;HMDB0001377;HMDB0000538;HMDB0001341;HMDB0000250;HMDB0001429;HMDB0000240	-0.29200693683857604	0.7922912205567452	-0.7363410946456685	1.0
Sulfite Oxidase Deficiency	SMP0000532	Disease	22	8	HMDB0003125;HMDB0001429;HMDB0000250;HMDB0001377;HMDB0000538;HMDB0002111;HMDB0000240;HMDB0001341	-0.29200693683857604	0.7922912205567452	-0.7363410946456685	1.0
Oxidation of Branched-Chain Fatty Acids	SMP0000030	Metabolic	26	11	HMDB0001967;HMDB0000538;HMDB0003419;HMDB0000208;HMDB0000201;HMDB0000254;HMDB0000044;HMDB0001341;HMDB0001275;HMDB0000250;HMDB0001377	-0.2758639371953031	0.7805429864253394	-0.763124815146088	1.0
Hydrocodone Action Pathway	SMP0000411	Drug Action	11	5	HMDB0002111;HMDB0001341;HMDB0000538;HMDB0015091;HMDB0001429	-0.5571868004832312	0.266384778012685	-1.1803848322365615	1.0
Bupivacaine Action Pathway	SMP0000393	Drug Action	11	5	HMDB0001341;HMDB0014442;HMDB0000538;HMDB0001429;HMDB0002111	-0.6652892174838668	0.10993657505285412	-1.4093968139364086	1.0
Doxycycline Action Pathway	SMP0000291	Drug Action	20	6	HMDB0000162;HMDB0000250;HMDB0014399;HMDB0000538;HMDB0000167;HMDB0000045	-0.5396270912770683	0.24945770065075923	-1.2081515302271375	1.0
